Time Stamp,Event
2021-12-17T19:16:18-06:00,Node name: Echo 1
2021-12-17T19:16:18-06:00,Node name: Transmitter3 Ethernet
2021-12-17T19:16:18-06:00,Disconnected from server 
2021-12-17T19:16:18-06:00,Disconnected from server 
2021-12-17T19:16:46-06:00,Connected to server
2021-12-17T19:16:46-06:00,Node name: DPM RS232
2021-12-17T19:16:46-06:00,Node name: DPM RS485
2021-12-17T19:16:46-06:00,Node name: DPM Ethernet
2021-12-17T19:16:46-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T19:16:46-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T19:16:46-06:00,Node name: Transmitter1 RS232
2021-12-17T19:16:46-06:00,Node name: Echo 1
2021-12-17T19:16:46-06:00,Node name: Transmitter3 Ethernet
2021-12-17T19:16:46-06:00,Disconnected from server 
2021-12-17T19:16:46-06:00,Disconnected from server 
2021-12-17T19:17:16-06:00,Connected to server
2021-12-17T19:17:16-06:00,Node name: DPM RS232
2021-12-17T19:17:16-06:00,Node name: DPM RS485
2021-12-17T19:17:16-06:00,Node name: DPM Ethernet
2021-12-17T19:17:16-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T19:17:16-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T19:17:16-06:00,Node name: Transmitter1 RS232
2021-12-17T19:17:16-06:00,Node name: Echo 1
2021-12-17T19:17:16-06:00,Node name: Transmitter3 Ethernet
2021-12-17T19:17:16-06:00,Disconnected from server 
2021-12-17T19:17:16-06:00,Disconnected from server 
2021-12-17T19:17:47-06:00,Connected to server
2021-12-17T19:17:47-06:00,Node name: DPM RS232
2021-12-17T19:17:47-06:00,Node name: DPM RS485
2021-12-17T19:17:47-06:00,Node name: DPM Ethernet
2021-12-17T19:17:47-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T19:17:47-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T19:17:47-06:00,Node name: Transmitter1 RS232
2021-12-17T19:17:47-06:00,Node name: Echo 1
2021-12-17T19:17:47-06:00,Node name: Transmitter3 Ethernet
2021-12-17T19:17:47-06:00,Disconnected from server 
2021-12-17T19:17:47-06:00,Disconnected from server 
2021-12-17T19:18:19-06:00,Connected to server
2021-12-17T19:18:19-06:00,Node name: DPM RS232
2021-12-17T19:18:19-06:00,Node name: DPM RS485
2021-12-17T19:18:19-06:00,Node name: DPM Ethernet
2021-12-17T19:18:19-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T19:18:19-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T19:18:19-06:00,Node name: Transmitter1 RS232
2021-12-17T19:18:19-06:00,Node name: Echo 1
2021-12-17T19:18:19-06:00,Node name: Transmitter3 Ethernet
2021-12-17T19:18:19-06:00,Disconnected from server 
2021-12-17T19:18:19-06:00,Disconnected from server 
2021-12-17T19:18:52-06:00,Connected to server
2021-12-17T19:18:52-06:00,Node name: DPM RS232
2021-12-17T19:18:52-06:00,Node name: DPM RS485
2021-12-17T19:18:52-06:00,Node name: DPM Ethernet
2021-12-17T19:18:52-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T19:18:52-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T19:18:52-06:00,Node name: Transmitter1 RS232
2021-12-17T19:18:52-06:00,Node name: Echo 1
2021-12-17T19:18:52-06:00,Node name: Transmitter3 Ethernet
2021-12-17T19:18:52-06:00,Disconnected from server 
2021-12-17T19:18:52-06:00,Disconnected from server 
2021-12-17T19:19:26-06:00,Connected to server
2021-12-17T19:19:26-06:00,Node name: DPM RS232
2021-12-17T19:19:26-06:00,Node name: DPM RS485
2021-12-17T19:19:26-06:00,Node name: DPM Ethernet
2021-12-17T19:19:26-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T19:19:26-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T19:19:26-06:00,Node name: Transmitter1 RS232
2021-12-17T19:19:26-06:00,Node name: Echo 1
2021-12-17T19:19:26-06:00,Node name: Transmitter3 Ethernet
2021-12-17T19:19:26-06:00,Disconnected from server 
2021-12-17T19:19:26-06:00,Disconnected from server 
2021-12-17T19:20:01-06:00,Connected to server
2021-12-17T19:20:01-06:00,Node name: DPM RS232
2021-12-17T19:20:01-06:00,Node name: DPM RS485
2021-12-17T19:20:01-06:00,Node name: DPM Ethernet
2021-12-17T19:20:01-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T19:20:01-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T19:20:01-06:00,Node name: Transmitter1 RS232
2021-12-17T19:20:01-06:00,Node name: Echo 1
2021-12-17T19:20:01-06:00,Node name: Transmitter3 Ethernet
2021-12-17T19:20:01-06:00,Disconnected from server 
2021-12-17T19:20:01-06:00,Disconnected from server 
2021-12-17T20:42:46-06:00,Connected to server
2021-12-17T20:42:46-06:00,Node name: DPM RS232
2021-12-17T20:42:46-06:00,Node name: DPM RS485
2021-12-17T20:42:46-06:00,Node name: DPM Ethernet
2021-12-17T20:42:46-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:42:46-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:42:46-06:00,Node name: Transmitter1 RS232
2021-12-17T20:42:46-06:00,Node name: Echo 1
2021-12-17T20:42:46-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:42:46-06:00,Disconnected from server 
2021-12-17T20:42:46-06:00,Disconnected from server 
2021-12-17T20:43:12-06:00,Connected to server
2021-12-17T20:43:12-06:00,Node name: DPM RS232
2021-12-17T20:43:12-06:00,Node name: DPM RS485
2021-12-17T20:43:12-06:00,Node name: DPM Ethernet
2021-12-17T20:43:12-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:43:12-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:43:12-06:00,Node name: Transmitter1 RS232
2021-12-17T20:43:12-06:00,Node name: Echo 1
2021-12-17T20:43:12-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:43:12-06:00,Disconnected from server 
2021-12-17T20:43:12-06:00,Disconnected from server 
2021-12-17T20:43:38-06:00,Connected to server
2021-12-17T20:43:38-06:00,Node name: DPM RS232
2021-12-17T20:43:38-06:00,Node name: DPM RS485
2021-12-17T20:43:38-06:00,Node name: DPM Ethernet
2021-12-17T20:43:38-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:43:38-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:43:38-06:00,Node name: Transmitter1 RS232
2021-12-17T20:43:38-06:00,Node name: Echo 1
2021-12-17T20:43:38-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:43:38-06:00,Disconnected from server 
2021-12-17T20:43:38-06:00,Disconnected from server 
2021-12-17T20:44:06-06:00,Connected to server
2021-12-17T20:44:06-06:00,Node name: DPM RS232
2021-12-17T20:44:06-06:00,Node name: DPM RS485
2021-12-17T20:44:06-06:00,Node name: DPM Ethernet
2021-12-17T20:44:06-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:44:06-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:44:06-06:00,Node name: Transmitter1 RS232
2021-12-17T20:44:06-06:00,Node name: Echo 1
2021-12-17T20:44:06-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:44:06-06:00,Disconnected from server 
2021-12-17T20:44:06-06:00,Disconnected from server 
2021-12-17T20:44:34-06:00,Connected to server
2021-12-17T20:44:34-06:00,Node name: DPM RS232
2021-12-17T20:44:34-06:00,Node name: DPM RS485
2021-12-17T20:44:34-06:00,Node name: DPM Ethernet
2021-12-17T20:44:34-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:44:34-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:44:34-06:00,Node name: Transmitter1 RS232
2021-12-17T20:44:34-06:00,Node name: Echo 1
2021-12-17T20:44:34-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:44:34-06:00,Disconnected from server 
2021-12-17T20:44:34-06:00,Disconnected from server 
2021-12-17T20:45:04-06:00,Connected to server
2021-12-17T20:45:04-06:00,Node name: DPM RS232
2021-12-17T20:45:04-06:00,Node name: DPM RS485
2021-12-17T20:45:04-06:00,Node name: DPM Ethernet
2021-12-17T20:45:04-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:45:04-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:45:04-06:00,Node name: Transmitter1 RS232
2021-12-17T20:45:04-06:00,Node name: Echo 1
2021-12-17T20:45:04-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:45:04-06:00,Disconnected from server 
2021-12-17T20:45:04-06:00,Disconnected from server 
2021-12-17T20:45:34-06:00,Connected to server
2021-12-17T20:45:34-06:00,Node name: DPM RS232
2021-12-17T20:45:34-06:00,Node name: DPM RS485
2021-12-17T20:45:34-06:00,Node name: DPM Ethernet
2021-12-17T20:45:34-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:45:34-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:45:34-06:00,Node name: Transmitter1 RS232
2021-12-17T20:45:34-06:00,Node name: Echo 1
2021-12-17T20:45:34-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:45:34-06:00,Disconnected from server 
2021-12-17T20:45:34-06:00,Disconnected from server 
2021-12-17T20:46:06-06:00,Connected to server
2021-12-17T20:46:06-06:00,Node name: DPM RS232
2021-12-17T20:46:06-06:00,Node name: DPM RS485
2021-12-17T20:46:06-06:00,Node name: DPM Ethernet
2021-12-17T20:46:06-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:46:06-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:46:06-06:00,Node name: Transmitter1 RS232
2021-12-17T20:46:06-06:00,Node name: Echo 1
2021-12-17T20:46:06-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:46:06-06:00,Disconnected from server 
2021-12-17T20:46:06-06:00,Disconnected from server 
2021-12-17T20:46:39-06:00,Connected to server
2021-12-17T20:46:39-06:00,Node name: DPM RS232
2021-12-17T20:46:39-06:00,Node name: DPM RS485
2021-12-17T20:46:39-06:00,Node name: DPM Ethernet
2021-12-17T20:46:39-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:46:39-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:46:39-06:00,Node name: Transmitter1 RS232
2021-12-17T20:46:39-06:00,Node name: Echo 1
2021-12-17T20:46:39-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:46:39-06:00,Disconnected from server 
2021-12-17T20:46:39-06:00,Disconnected from server 
2021-12-17T20:47:12-06:00,Connected to server
2021-12-17T20:47:12-06:00,Node name: DPM RS232
2021-12-17T20:47:12-06:00,Node name: DPM RS485
2021-12-17T20:47:12-06:00,Node name: DPM Ethernet
2021-12-17T20:47:12-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:47:12-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:47:12-06:00,Node name: Transmitter1 RS232
2021-12-17T20:47:12-06:00,Node name: Echo 1
2021-12-17T20:47:12-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:47:12-06:00,Disconnected from server 
2021-12-17T20:47:12-06:00,Disconnected from server 
2021-12-17T20:47:47-06:00,Connected to server
2021-12-17T20:47:47-06:00,Node name: DPM RS232
2021-12-17T20:47:47-06:00,Node name: DPM RS485
2021-12-17T20:47:47-06:00,Node name: DPM Ethernet
2021-12-17T20:47:47-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:47:47-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:47:47-06:00,Node name: Transmitter1 RS232
2021-12-17T20:47:47-06:00,Node name: Echo 1
2021-12-17T20:47:47-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:47:47-06:00,Disconnected from server 
2021-12-17T20:47:47-06:00,Disconnected from server 
2021-12-17T20:52:32-06:00,Connected to server
2021-12-17T20:52:32-06:00,Node name: DPM RS232
2021-12-17T20:52:32-06:00,Node name: DPM RS485
2021-12-17T20:52:32-06:00,Node name: DPM Ethernet
2021-12-17T20:52:32-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:52:32-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:52:32-06:00,Node name: Transmitter1 RS232
2021-12-17T20:52:32-06:00,Node name: Echo 1
2021-12-17T20:52:32-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:52:32-06:00,Disconnected from server 
2021-12-17T20:52:32-06:00,Disconnected from server 
2021-12-17T20:52:58-06:00,Connected to server
2021-12-17T20:52:58-06:00,Node name: DPM RS232
2021-12-17T20:52:58-06:00,Node name: DPM RS485
2021-12-17T20:52:58-06:00,Node name: DPM Ethernet
2021-12-17T20:52:58-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:52:58-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:52:58-06:00,Node name: Transmitter1 RS232
2021-12-17T20:52:58-06:00,Node name: Echo 1
2021-12-17T20:52:58-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:52:58-06:00,Disconnected from server 
2021-12-17T20:52:58-06:00,Disconnected from server 
2021-12-17T20:53:24-06:00,Connected to server
2021-12-17T20:53:24-06:00,Node name: DPM RS232
2021-12-17T20:53:24-06:00,Node name: DPM RS485
2021-12-17T20:53:24-06:00,Node name: DPM Ethernet
2021-12-17T20:53:24-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:53:24-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:53:24-06:00,Node name: Transmitter1 RS232
2021-12-17T20:53:24-06:00,Node name: Echo 1
2021-12-17T20:53:24-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:53:24-06:00,Disconnected from server 
2021-12-17T20:53:24-06:00,Disconnected from server 
2021-12-17T20:53:52-06:00,Connected to server
2021-12-17T20:53:52-06:00,Node name: DPM RS232
2021-12-17T20:53:52-06:00,Node name: DPM RS485
2021-12-17T20:53:52-06:00,Node name: DPM Ethernet
2021-12-17T20:53:52-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:53:52-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:53:52-06:00,Node name: Transmitter1 RS232
2021-12-17T20:53:52-06:00,Node name: Echo 1
2021-12-17T20:53:52-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:53:52-06:00,Disconnected from server 
2021-12-17T20:53:52-06:00,Disconnected from server 
2021-12-17T20:54:20-06:00,Connected to server
2021-12-17T20:54:20-06:00,Node name: DPM RS232
2021-12-17T20:54:20-06:00,Node name: DPM RS485
2021-12-17T20:54:20-06:00,Node name: DPM Ethernet
2021-12-17T20:54:20-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:54:20-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:54:20-06:00,Node name: Transmitter1 RS232
2021-12-17T20:54:20-06:00,Node name: Echo 1
2021-12-17T20:54:20-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:54:20-06:00,Disconnected from server 
2021-12-17T20:54:20-06:00,Disconnected from server 
2021-12-17T20:54:50-06:00,Connected to server
2021-12-17T20:54:50-06:00,Node name: DPM RS232
2021-12-17T20:54:50-06:00,Node name: DPM RS485
2021-12-17T20:54:50-06:00,Node name: DPM Ethernet
2021-12-17T20:54:50-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:54:50-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:54:50-06:00,Node name: Transmitter1 RS232
2021-12-17T20:54:50-06:00,Node name: Echo 1
2021-12-17T20:54:50-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:54:50-06:00,Disconnected from server 
2021-12-17T20:54:50-06:00,Disconnected from server 
2021-12-17T20:55:20-06:00,Connected to server
2021-12-17T20:55:20-06:00,Node name: DPM RS232
2021-12-17T20:55:20-06:00,Node name: DPM RS485
2021-12-17T20:55:20-06:00,Node name: DPM Ethernet
2021-12-17T20:55:20-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:55:20-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:55:20-06:00,Node name: Transmitter1 RS232
2021-12-17T20:55:20-06:00,Node name: Echo 1
2021-12-17T20:55:20-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:55:20-06:00,Disconnected from server 
2021-12-17T20:55:20-06:00,Disconnected from server 
2021-12-17T20:55:52-06:00,Connected to server
2021-12-17T20:55:52-06:00,Node name: DPM RS232
2021-12-17T20:55:52-06:00,Node name: DPM RS485
2021-12-17T20:55:52-06:00,Node name: DPM Ethernet
2021-12-17T20:55:52-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:55:52-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:55:52-06:00,Node name: Transmitter1 RS232
2021-12-17T20:55:52-06:00,Node name: Echo 1
2021-12-17T20:55:52-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:55:52-06:00,Disconnected from server 
2021-12-17T20:55:52-06:00,Disconnected from server 
2021-12-17T20:56:25-06:00,Connected to server
2021-12-17T20:56:25-06:00,Node name: DPM RS232
2021-12-17T20:56:25-06:00,Node name: DPM RS485
2021-12-17T20:56:25-06:00,Node name: DPM Ethernet
2021-12-17T20:56:25-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:56:25-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:56:25-06:00,Node name: Transmitter1 RS232
2021-12-17T20:56:25-06:00,Node name: Echo 1
2021-12-17T20:56:25-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:56:25-06:00,Disconnected from server 
2021-12-17T20:56:25-06:00,Disconnected from server 
2021-12-17T20:56:59-06:00,Connected to server
2021-12-17T20:56:59-06:00,Node name: DPM RS232
2021-12-17T20:56:59-06:00,Node name: DPM RS485
2021-12-17T20:56:59-06:00,Node name: DPM Ethernet
2021-12-17T20:56:59-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:56:59-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:56:59-06:00,Node name: Transmitter1 RS232
2021-12-17T20:56:59-06:00,Node name: Echo 1
2021-12-17T20:56:59-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:56:59-06:00,Disconnected from server 
2021-12-17T20:56:59-06:00,Disconnected from server 
2021-12-17T20:57:33-06:00,Connected to server
2021-12-17T20:57:33-06:00,Node name: DPM RS232
2021-12-17T20:57:33-06:00,Node name: DPM RS485
2021-12-17T20:57:33-06:00,Node name: DPM Ethernet
2021-12-17T20:57:33-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T20:57:33-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T20:57:33-06:00,Node name: Transmitter1 RS232
2021-12-17T20:57:33-06:00,Node name: Echo 1
2021-12-17T20:57:33-06:00,Node name: Transmitter3 Ethernet
2021-12-17T20:57:33-06:00,Disconnected from server 
2021-12-17T20:57:33-06:00,Disconnected from server 
2021-12-17T21:02:19-06:00,Connected to server
2021-12-17T21:02:19-06:00,Node name: DPM RS232
2021-12-17T21:02:19-06:00,Node name: DPM RS485
2021-12-17T21:02:19-06:00,Node name: DPM Ethernet
2021-12-17T21:02:19-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T21:02:19-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T21:02:19-06:00,Node name: Transmitter1 RS232
2021-12-17T21:02:19-06:00,Node name: Echo 1
2021-12-17T21:02:19-06:00,Node name: Transmitter3 Ethernet
2021-12-17T21:02:19-06:00,Disconnected from server 
2021-12-17T21:02:19-06:00,Disconnected from server 
2021-12-17T21:02:44-06:00,Connected to server
2021-12-17T21:02:44-06:00,Node name: DPM RS232
2021-12-17T21:02:44-06:00,Node name: DPM RS485
2021-12-17T21:02:44-06:00,Node name: DPM Ethernet
2021-12-17T21:02:44-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T21:02:44-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T21:02:44-06:00,Node name: Transmitter1 RS232
2021-12-17T21:02:44-06:00,Node name: Echo 1
2021-12-17T21:02:44-06:00,Node name: Transmitter3 Ethernet
2021-12-17T21:02:44-06:00,Disconnected from server 
2021-12-17T21:02:44-06:00,Disconnected from server 
2021-12-17T21:03:10-06:00,Connected to server
2021-12-17T21:03:10-06:00,Node name: DPM RS232
2021-12-17T21:03:10-06:00,Node name: DPM RS485
2021-12-17T21:03:10-06:00,Node name: DPM Ethernet
2021-12-17T21:03:10-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T21:03:10-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T21:03:10-06:00,Node name: Transmitter1 RS232
2021-12-17T21:03:10-06:00,Node name: Echo 1
2021-12-17T21:03:10-06:00,Node name: Transmitter3 Ethernet
2021-12-17T21:03:10-06:00,Disconnected from server 
2021-12-17T21:03:10-06:00,Disconnected from server 
2021-12-17T21:03:38-06:00,Connected to server
2021-12-17T21:03:38-06:00,Node name: DPM RS232
2021-12-17T21:03:38-06:00,Node name: DPM RS485
2021-12-17T21:03:38-06:00,Node name: DPM Ethernet
2021-12-17T21:03:38-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T21:03:38-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T21:03:38-06:00,Node name: Transmitter1 RS232
2021-12-17T21:03:38-06:00,Node name: Echo 1
2021-12-17T21:03:38-06:00,Node name: Transmitter3 Ethernet
2021-12-17T21:03:38-06:00,Disconnected from server 
2021-12-17T21:03:38-06:00,Disconnected from server 
2021-12-17T21:04:06-06:00,Connected to server
2021-12-17T21:04:06-06:00,Node name: DPM RS232
2021-12-17T21:04:06-06:00,Node name: DPM RS485
2021-12-17T21:04:06-06:00,Node name: DPM Ethernet
2021-12-17T21:04:06-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T21:04:06-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T21:04:06-06:00,Node name: Transmitter1 RS232
2021-12-17T21:04:06-06:00,Node name: Echo 1
2021-12-17T21:04:06-06:00,Node name: Transmitter3 Ethernet
2021-12-17T21:04:06-06:00,Disconnected from server 
2021-12-17T21:04:06-06:00,Disconnected from server 
2021-12-17T21:04:36-06:00,Connected to server
2021-12-17T21:04:36-06:00,Node name: DPM RS232
2021-12-17T21:04:36-06:00,Node name: DPM RS485
2021-12-17T21:04:36-06:00,Node name: DPM Ethernet
2021-12-17T21:04:36-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T21:04:36-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T21:04:36-06:00,Node name: Transmitter1 RS232
2021-12-17T21:04:36-06:00,Node name: Echo 1
2021-12-17T21:04:36-06:00,Node name: Transmitter3 Ethernet
2021-12-17T21:04:36-06:00,Disconnected from server 
2021-12-17T21:04:36-06:00,Disconnected from server 
2021-12-17T21:05:07-06:00,Connected to server
2021-12-17T21:05:07-06:00,Node name: DPM RS232
2021-12-17T21:05:07-06:00,Node name: DPM RS485
2021-12-17T21:05:07-06:00,Node name: DPM Ethernet
2021-12-17T21:05:07-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T21:05:07-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T21:05:07-06:00,Node name: Transmitter1 RS232
2021-12-17T21:05:07-06:00,Node name: Echo 1
2021-12-17T21:05:07-06:00,Node name: Transmitter3 Ethernet
2021-12-17T21:05:07-06:00,Disconnected from server 
2021-12-17T21:05:07-06:00,Disconnected from server 
2021-12-17T21:05:38-06:00,Connected to server
2021-12-17T21:05:38-06:00,Node name: DPM RS232
2021-12-17T21:05:38-06:00,Node name: DPM RS485
2021-12-17T21:05:38-06:00,Node name: DPM Ethernet
2021-12-17T21:05:38-06:00,Node name: DPM Ethernet RS485 Slave 1
2021-12-17T21:05:38-06:00,Node name: DPM Ethernet RS485 Slave 2
2021-12-17T21:05:38-06:00,Node name: Transmitter1 RS232
2021-12-17T21:05:38-06:00,Node name: Echo 1
2021-12-17T21:05:38-06:00,Node name: Transmitter3 Ethernet
2021-12-17T21:05:38-06:00,Disconnected from server 
2021-12-17T21:05:38-06:00,Disconnected from server 
2021-12-17T21:06:11-06:00,Connected to server
2021-12-17T21:06:11-06:00,Node name: DPM RS232
2021-12-17T21:06:11-06:00,Node name: DPM RS485
